title,revenue,screen,open,country,mpaa,genre,plot
무림쟁패: 황제암살단,355000.0,17.0,2017,기타,12세관람가,액션,전설적인 7대 고수들로 이루어진 극악무도한 자객 집단 천조사사  그들이 황제를 암살하려는 조짐이 보이자 나라 전체가 황제의 안위를 지키기 위해 만전을 기한다  그러나 천조사사는 보란듯이 장안을 휘젓고 다니며 국기를 흐트러뜨린다  황제의 호위무사 이어풍은 황제를 지키고 천조사사 일당을 물리치기 위해 최후의 결단을 내린다 
레드 툼,8307000.0,71.0,2015,한국,15세관람가,기타,해방 이후부터 53년 휴전을 전후한 기간 동안에 100만 명 이상의 민간인이 희생되었다  그 속에는 지방 좌익과 우익의 보복 학살도 자행되었지만  많은 피해자들은 남한의 군경  우익단체  미군의 폭격에 의해 학살을 당했다  이 가운데 한국전쟁 초기 예비검속 차원에서 구금당하고 학살을 당한 국민보도연맹원이 있다  전국적으로 23만~45만 명으로 추산되고 있는 이들은 대다수가 농민이었고  정치 이념과 관계없는 사람이었다  이들은 국가가 만든 계몽단체에 가입했다는 이유만으로 전쟁과는 직접적인 상관없이 국가의 이념적 잣대로 인해 재판조차 받지 못하고 무고하게 희생된 이들이다    제39회 서울독립영화제 
만신,1.027128E8,582.0,2014,한국,15세관람가,기타,넘세  신을 만나다 일제강점기  14살의 금화  넘세  김새론 는 위안부 소집을 피해 시집을 가지만 시댁의 모진 구박과 배고픔을 견디지 못하고 친정으로 도망친다  남들이 보지 못하는 걸 보고  듣지 못하는 걸 듣는 남다른 아이였던 넘세는 고통스러운 신병을 앓으며 유년 시절을 보낸다   새만신  신을 받다 1948년  열일곱 비단꽃 같은 소녀  금화  류현경 는 운명을 피하지 않고 신내림을 받아 무당이 된다  한국전쟁이 발발하자 남과 북의 스파이로 오인 받아 수 차례 죽을 고비를 넘기면서도 산 자와 죽은 자의 아픔을 위로한다   만신  신과 살아가다 1970년대  중년이 된  금화  문소리 는 만신으로서 이름을 알리지만 새마을 운동의  미신타파  움직임으로 탄압과 멸시를 받는다  여인으로서  무속인으로서 힘겨운 삶을 살아가면서도 위엄과 자존감을 잃지 않던 그녀는 자신의 삶을 적극적으로 바꿔나가며 대한민국 최고의 나라만신으로 거듭나게 되는데 
사랑니,7.82852E8,945.0,2005,한국,15세관람가,멜로,나를 설레게 하는 통증      솔직하고 당당한  그녀의 부러운 연애담   서른살  다시 첫사랑에 빠지다   서른날  난 다시 소년과 사랑한다 언제나 자신의 직관에 따라 똑바로 걸어 들어가는 입시 과외학원 수학 강사 조인영은 아름답고 씩씩한 여자다  그녀의 잔잔하고 고요한 일상 속에 아련한 첫사랑의 모습을 꼭 빼닮은 17세의 이석이 학원생으로 들어온다  인영은 자신의 첫사랑과 놀랍도록 닮은 그를 사랑하게 되고  이석 또한 인영을 향한 마음을 숨기지 않고 적극적이다  인영은 이름만 똑같은 게 아니라 정말 똑같이 생겼다는 혼잣말을 하루에도 몇 번씩 중얼거리며 첫사랑을 꼭 닮은 이석과 사랑하게 된 기쁨을 감추지 못한다  그러나 고교시절 동창이자 룸메이트인 정우는 이석을 직접 보고도 과거의 이석과 전혀 닮지 않았다며 인영의 사랑을 믿지 않는다  그러던 어느 날  교복을 입은 17세의 여고생이 학원으로 이석을 찾아온다  한편 정우는 자신의 첫사랑과 닮았다고 착각하며 17세 이석과의 사랑에 푹 빠져 버린 인영을 보다 못해 서른 살이 된 인영의 진짜  첫사랑 이석 을 그녀 앞에 데려 오는데 
매직 인 더 문라이트,3.77921381E8,1266.0,2014,미국,12세관람가,코미디,유럽 최고의 마술사  4차원 심령술사를 만나다  1928년 유럽을 사로잡은 중국인 스타마술사 웨이링수  모두가 감쪽같이 속은 그의 진짜 정체는 스탠리 콜린 퍼스 라는 이름의 영국인이다  세계 최고의 마술사임에도 불구하고 눈에 보이지 않는 것은 그 무엇도 믿지 않는 스탠리는 어느 날 동료 마술사로부터 심령술사 소피 엠마 스톤 의 이야기를 듣게 된다   세상에서 가장 로맨틱한 마술쇼가 펼쳐진다  영혼을 불러내 무엇이든 맞히며 남부프랑스의 카트리지 가문을 쥐락펴락 하고 있는 소피의 심령술이 가짜라고 확신한 스탠리는 그녀의 정체를 밝혀내기 위해 남부프랑스로 향한다  하지만 놀랍게도 소피는 누구에게도 말한 적 없는 그의 가족에 얽힌 비밀까지 모두 밝혀내고  혼란에 빠진 스탠리는 설상가상 그녀의 묘한 매력에 빠져들게 되는데   
미스 슬로운,1.792505E8,710.0,2017,미국,15세관람가,드라마,모두가 포기한 순간  그녀가 나타났다  승률 100 를 자랑하는 최고의 로비스트  슬로운  제시카 차스테인   총기 규제 법안으로 온 나라가 떠들썩한 가운데  자신의 신념에 따라 모두가 포기한 싸움에 뛰어들게 된다  승리를 위해서라면 수단과 방법을 가리지 않는  슬로운 은 뛰어난 전략으로 한 번도 굴복한 적 없는 거대 권력에 맞서지만  동시에 자신과 주변 사람 모두를 위험에 빠트리게 되는데 
레볼루셔너리 로드,2.822825E8,486.0,2009,미국,18세관람가,드라마,이것이 우리가 꿈꾸던 사랑일까  첫눈에 반한 에이프릴 케이트 윈슬렛 과 프랭크 레오나르도 디카프리오 는 결혼을 해서 행복한 가정을 이룬다  뉴욕 맨하탄에서 1시간 정도 걸리는 교외 지역인  레볼루셔너리 로드 에서 가장 아름다운 집에 보금자리를 꾸리게 된 두 사람  모두가 안정되고 행복해 보이는 길  레볼루셔너리 로드에서 그들의 사랑과 가정도 평안해 보이지만  잔잔하고 반복되는 일상에서 탈출을 원하는 에이프릴과 프랭크는 모든 것을 버리고 파리로의 이민을 꿈꾼다  새로운 삶을 찾게 되는 것에 들뜨고 행복하기만 한 두 사람  하지만  회사를 그만두려는 찰나 프랭크는 승진 권유를 받게 된다  모든 것을 뒤로 하고 파리로 가고자 하는 에이프릴  그리고 현실에서 좀 더 안정된 삶을 살고자 하는 프랭크  서로를 너무 사랑하지만 현실과 이상 사이에서 갈등하게 되는 두 사람  그들은 과연 어떤 선택을 하게 될까 
루돌프와 많이있어,1.1910963E9,2369.0,2016,기타,전체관람가,기타,집까지 388km  어떻게 하면 돌아갈 수 있을까  우연한 사고로 알 수 없는 곳으로 오게 된 집냥이  루돌프   그곳에서 만난 교양있는 길냥이  많이있어 와  부치    미샤  등 친구들의 도움을 받아 인간은 모르는 특별한 방법으로 집까지 돌아가기 위한 계획을 세우게 되는데 
신석기 블루스,1.2180105E9,649.0,2004,한국,15세관람가,코미디,얼짱시대 추남 별곡   못 생긴 게 죈가요   자랑은 아니지    못샘긴 외모때문에 소송의뢰 없었다  30대 국선변호사 외모비관 자살난동   얼짱시대를 홀랑 뒤집을 영화 절대만족 인생을 발칵 뒤집은 대형사고  목숨 하나 달랑 건지고 인생이 다 뭉개졌다  엘리베이터 추락사고로 이름은 같은데 외모가 천양지차인 두 남자가 병원에 실려온다  자고로 미인은 박명이라 했던가  잘생긴 신석기 이종혁 는 그만 식물인간이 되고  못생긴 신석기 이성재 만 의식을 회복한다  그런데 이 남자  얼굴이 뭉개졌다며 난리가 났다  의사들은 어이가 없다   가벼운 찰과상이거든요   사연인즉  두 사람의 몸이 뒤바뀐 것  생긴 것보다 사는 게 더 너무하다  적응불가 수습불가 기막힌 대리인생  절세추남에 천하약골인 몸주인은 먹고 살기도 빠듯한 가난뱅이 국선변호사  아주 가지가지하는 못난이다  콧구멍만한 사무실엔 돈 안 되는 의뢰뿐이고  주제넘은 비서 신이 는 마누라 행세에  시끄러운 시장 상인들은 성가시게 친한 척이다  대기업 법무팀장으로 폼나게만 살아온 신석기는 자살을 기도하지만  이놈의 몸뚱이는 죽는 것도 시원찮다  대략난감 의뢰인  병주고 약주기지만 이 마당에 뭘 가려  신뢰할 수 없는 외모  때문에 소송의뢰가 없어 춥고 배고프던 어느날  그에게도 마침내 돈 되는 의뢰인이 나타난다  그런데 하필 본래몸 시절 자신이 낸 인원감축안에 걸려 부당해고 당한 안내데스크 직원 서진영 김현주   하지만 못난이로 환골탈태한 그를 알아볼 리 없을 터  신석기는 진영의 합의금을 노리고  취향에도 없는 인권변호사 노릇을 시작하는데 
고티카,1.10526E8,96.0,2004,미국,15세관람가,공포,유일한 단서는 죽음을 부른다    사라진 3일간의 기억    의문의 단서 ″Not Alone″    유능하고 아름다운 미란다 할 베리 는 에드워드 감호소에서 범죄자의 정신상담을 전담하는 정신과 전문의  폭풍우가 몰아치던 어느날 밤  미란다는 운전중 갑자기 나타난 소녀를 피하려다 사고를 내고 의식을 잃는다  3일후 자신이 근무하던 감호소의 차가운 독방에서 깨어난 그녀는 사랑하는 남편이 처참하게 살해당했다는 것과 자신이 의사가 아닌 남편을 살해한 용의자라는 말을 듣고 경악한다  결백을 주장하는 그녀의 팔에는 살해현장에 남편의 피로 씌였던 의문의 단서 NOT ALONE이 면도날로 자해한듯 새겨지고  정체를 알 수 없는 존재에게 폭행당하는 사건마저 발생하면서 그녀가 기억하지 못하는 모든것이 공포가 되기에 이른다  점차 심해지는 환영과 공포에 시달리던 미란다는 마침내 NOT ALONE에 담긴 비밀을 풀어내야만 살아남을 수 있다는 사실을 깨닫게 되는데   
아버지와 마리와 나,1.4188E7,67.0,2008,한국,18세관람가,드라마,정말 행복해지고 싶었던 사람들의 이야기   느리게 걷듯  즐겁게 노래하듯  그게 사는 거지 왕년에 가요계를 주름잡았던 전설의 록가수 태수 김상중 분 는 아들 건성 김흥수 분 의 집에 아무렇지 않은 모습으로 15년만에 찾아 온다  아들 이름마저  건성이라고 지을 만큼 인생 자체를 대충 사는 것이 삶의 철학인 태수는 책임감 있고  희생적인 기존의 아버지상과는 거리가 멀다  한편  아들 건성은 아버지처럼 되지 않기 위해  음악도  공부도 계획대로 차근차근 준비하는 바른 생활 사나이로  하나부터 열까지 아버지인 태수가 맘에 들지 않는다  사사건건 부딪치고  티격태격 말싸움에 15년 동안 쌓여온 애정과 애증이 섞여 있는 이 둘 사이는 좀처럼 좁혀지지 않는다  그러던 어느 날  건성의 집에 갓난쟁이를 데리고 마리 유인영 분 가 찾아온다  길가다 잠시 도와준 것 뿐인데  밑도 끝도 없이 갈 곳이 없다며 빌붙는 마리를 거절 할 수 없는 건성은 마리가 데리고 온 갓난아기 때문에  태수에게 오해를 받는다  하지만 태수는 건성과는 달리  마리와 갓난쟁이를 반기며  이름까지 지어주는 정성까지 보여주고  마치 자신의 자식인양 돌본다  잠시동안이나마  가족이 생긴듯한 이들의 묘한 관계는 점점 새로운 국면으로 접어드는데  
인 어 베러 월드,8.53535E7,133.0,2011,기타,12세관람가,드라마,우리가 꿈꾸는 세상  인 어 베러 월드    전세계의 찬사  그 이상의 감동  의사인 안톤은 아내 마리안느와 별거 중이고  덴마크와 아프리카를 오가며 의료봉사를 하며 혼자 살아간다  10살 난 그의 아들 엘리아스는 학교에서 상습적인 따돌림과 폭력을 당하고 있는데  어느 날 전학 온 크리스티안의 도움으로 위험에서 벗어나면서 둘은 급속히 친해지게 된다  최근 암으로 엄마를 잃은 크리스티안은 가족과 세상에 대한 분노와 복수심으로 가득 차 있고  평소 온순하고 침착한 엘리아스에게 자신만의 분노의 해결법을 가르치게 된다  한편  아프리카 캠프의 안톤은 난민을 무자비하게 학살하는 반군지도자의 심각한 부상을 치료하게 된다  안톤은 의사로서 도덕적 책무와 양심 사이에서 심각한 딜레마에 빠지게 되는데    폭력적이고 잔인한 현실 앞에서 마주하게 되는 복수와 용서  결코 선택하기 쉽지 않은 이 두 갈래길 앞에 무력한 인간들은 어떤 선택을 해야 할 것인가   
올 리브 올리브,3890000.0,124.0,2017,한국,전체관람가,기타, 우리가 꿈꾸는 행복은 이 곳에 있어요  지도 위에서 사라진 땅 팔레스타인에서 살고 있는 위즈단 가족의 일상은 고단하기 그지없다  올리브 농사를 지으며 고향 땅으로 돌아갈 날만을 기다리는 마텔  움딸 부부  세 명의 아들을 모두 잃고 난민촌에서 70여 년을 살아가고 있는 무함마드 할아버지  작은 평화를 위한 저항으로 친구들을 모두 잃은 청년 알리의 일상도 마찬가지다  언제 깨질지 모르는 불안감 속에서도 땅을 지키기 위한 이들의 노력은 멈추지 않는데 
