title,revenue,screen,open,country,mpaa,genre,plot
자전거 탄 소년,6.8694E7,137.0,2012,기타,12세관람가,드라마, 아빠는 정말 나를 버린 걸까   보육원에서 지내는 11살 소년 시릴 토마 도레 의 꿈은 잃어버린 자전거와 소식이 끊긴 아빠 제레미 레니에 를 되찾는 것이다  어느 날  아빠를 찾기 위해 보육원을 도망친 시릴은 자신의 소중한 자전거를 아빠가 팔아버렸을 뿐만 아니라  아빠가 자신을 버렸음을 알게 된다  아빠를 찾던 시릴을 우연히 만나 그의 처지를 알게 된 미용실 주인 사만다 세실 드 프랑스 는 시릴에게 주말 위탁모가 되어주기로 한다  그러나 시릴은 아빠에 대한 미련을 버리지 못하고  다시 아빠를 찾고 싶어하고  그런 시릴을 보며 사만다는 안타까워한다  한편  동네의 문제아로 알려진 웨스 에곤 디 마테오 는 시릴에게 의도적으로 접근하고  사만다의 반대에도 불구하고 시릴은 웨스와 가까워지는데  
실버라이닝 플레이북,6.58206E8,1508.0,2013,미국,18세관람가,멜로,눈치없는 이 남 자  정말 답이 없다   연애세포 완전 파괴  복구확률  200  아내의 외도를 목격하고 한 순간 감정이 폭발해 아내  직장  집은 물론  정신까지 잃게 된 이 남자  8개월의 병원 생활 후  긍정의 힘 을 믿으며 아내와 자신의 인생을 되찾기 위해 고군분투 노력중  긍정의 주문을 외우며 마인드 컨트롤을 해보지만  감정은 통제불능이요 ~아내에게는 접근명령 상태라~  내숭 없는 이  여  자  정말 대책 없다   연애세포 과다 방출  치유확률  100  남편의 죽음 이후 외로움 때문에 회사 내 모든 직원들과 관계를 맺은 티파니  저돌적인 대시와 내숭 없는 애정 표현으로 티파니는 팻의 인생에 갑자기 뛰어든다  그의 조깅코스에 불쑥 나타나는가 하면 함께 자자는 말을 거침없이 쏟아내며\ 예측불허의 행동으로 팻을 당황스럽게 만드는 그녀  그런 티파니가 팻은 부담스럽기만 하다   재생률 100   연애세포 복구프로젝트가 시작된다 쉽게 자신에게 넘어오지 않는  팻 을 위해 티파니는  헤어진 아내와의 재결합을 도와주는 대신  자신과 함께 댄스 대회에 참가 하자는 달콤한 제안을 하는데   과연 그들은 사랑 때문에 고장    난 러브멘탈을 복구하고 그들만의  실버라이닝 을 찾을 수 있을까 
몰리스 게임,8.933397E7,1521.0,2018,미국,15세관람가,드라마,Welcome to  MOLLY S HOUSE  전 세계를 뒤흔든 지상 최대 로열 클럽의 비밀이 밝혀진다  부상으로 한순간 모든 것을 잃은 올림픽 스키 유망주  몰리 은 우연한 기회로 지하 포커 세계를 움직이는 하우스에서 일하게 된다  할리우드 로열패밀리부터 스포츠 스타  거대 기업인들까지 상상을 뛰어넘는 판돈과 은밀한 거래가 오가던 비밀 하우스에 어느새 조금씩 균열이 일어나게 되고  몰리는 그 틈을 타 포커판을 자신의 것으로 만들고자  플레이어 X 와 함께 세계 최고  최대의 포커 하우스를 새롭게 오픈한다  점점 커지는 판돈과 시한폭탄과도 같은 플레이어들이 몰려들수록  몰리 의 포커 하우스는 점점 숨 막히는 긴장감이 감돌게 되는데   ALL IN에 모든 것을 건 엄청난 이들이 모였다  더 크게  더 화려하게  더 대담하게 
헬보이,5.5142E8,385.0,2004,미국,15세관람가,SF,1944년  2차세계대전에서 수세에 몰린 나치는 러시아의 흑마술사 라스푸틴을 고용  지옥의 악마를 불러와 전세를 역전시킬 음모를 꾸민다  라스푸틴의 염력으로 혼돈의 지옥신 자하드가 깨어나고 지옥의 문이 열리려 할 때  미리 정보를 입수한 연합군의 공격으로 간신히 저지한다  간발의 차이로 지옥에서 지구로 불려온 헬보이는 B P R D  Bureau of Paranormal Research & Defence 를 설립한 브룸교수에게 인도되어 텔레파시 예지력을 지닌 양서인간 아베 사피엔  불을 자유자재로 다루는  파이로 키네시스  리즈와 함께 악에 맞서는 전사로 성장한다  60년후  어둠 저편으로 추방되었던 라스푸틴은 추종세력에 의해 부활하고  그가 창조한  죽을수록 강해지는 지옥의 사냥개  삼마엘과 고통에서 쾌락을 느끼는 부관 크뢰넨에 의해 온세계에 강력한 파괴와 종말의 기운이 퍼져나간다  지옥의 문을 다시 열기위해선 헬보이의 파워가 꼭 필요한 라스푸틴은 리즈를 향한 헬보이의 사랑을 간파하고  리즈의 목숨을 볼모로 헬보이에게 악마로서의 각성과 파괴신으로서의 재림을 강요하는데   
톰과 릴리: 그들만의 공간,2603000.0,36.0,2017,미국,12세관람가,드라마,160kg  톰 은 비만이라는 사회의 편견 속에 상처를 받고 돌아가신 할머니의 집 시카고의 작은 시골마을로 이사한다  작은 마을이라 괜찮을 거라 생각했지만 여전히 뚱뚱보라는 놀림을 받게 된  톰  은 다시 상처를 받게 된다   세탁소에서 불량배로부터 괴롭힘을 당하던 시각장애인 릴리를 도와주게 된다  앞을 보지 못하지만 언제나 당당한 소녀  릴리  덩치는 산 만큼 크지만 상처를 쉽게 받는 청년  톰   그들은 사회의 편견 속에 약자라는 공통점 하나로 호감을 갖게 되고 순수한 사랑을 만들어가게 된다  그러나  
펭이와 친구들의 남극대모험,1.560478E8,1141.0,2018,기타,전체관람가,기타, 남극은 우리가 지킨다  악당에게 빼앗긴 얼음 들판을 지키고 친구들과 함께 펭귄 가족들을 구하라  친구가 가는 곳이라면 어디든 함께 가는 베스트 프렌드 펭이  유리  루크는 펭이의 가족을 찾아 남극으로 향하지만  악당들에게 얼음 들판을 빼앗긴 펭귄들은 펭이의 가족들을 배신자라고 욕하고  악당들은 남극을 모두 파괴할 음모를 꾸민다  이 사실을 모르고 독수리에게 속아 악당들의 소굴로 가게 된 펭이와 친구들은 절체절명의 위기에 빠지게 되는데  과연 이들은 펭귄 가족들을 구하고  얼음 들판을 지켜낼 수 있을까 
미스 리틀 선샤인,4.26305E7,42.0,2006,미국,15세관람가,코미디,마법처럼 모두를 사로잡은 올해 최고의 영화  대학 강사인 가장 리차드 그렉 키니어 는 본인의 절대무패 9단계 이론을 팔려고 엄청나게 시도하고 있지만 별로 성공적이지 못하다  이런 남편을 경멸하는 엄마 쉐릴 토니 콜레트 은 이주째 닭날개 튀김을 저녁으로 내놓고 있어 할아버지의 화를 사고 있다  헤로인 복용으로 최근에 양로원에서 쫓겨난 할아버지 앨런 아킨 는 15살 손자에게 섹스가 무조건 중요하다고 가르친다  전투 조종사가 될 때까지 가족과 말하지 않겠다고 선언한 아들 드웨인 폴 다노 은 9개월째 자신의 의사를 노트에 적어 전달한다  이 콩가루 집안에 얹혀살게 된 외삼촌 프랭크 스티브 카렐 는 게이 애인한테 차인 후에 자살을 기도해 병원에 입원했다가 방금 퇴원한 프로스트 석학이다  마지막으로 7살짜리 막내딸 올리브 애비게일 브레슬린 는 또래 아이보다 통통한    몸매지만 유난히 미인대회에 집착하며 분주하다  그러던 어느 날  올리브에게 캘리포니아 주에서 열리는 쟁쟁한 어린이 미인 대회인  미스 리틀 선샤인  대회 출전의 기회가 찾아온다  그리고 딸아이의 소원을 위해 온 가족이 낡은 고물 버스를 타고 1박2일 동안의 무모한 여행 길에 오르게 된다  좁은 버스 안에서 후버 가족의 비밀과 갈등은 점점 더 커져만 가는데   할아버지와 올리브가 열심히 준비한 미스 리틀 선샤인 대회의 마지막 무대는 가족 모두를 그들이 절대 상상할 수 없었던 방식으로 변화시키게 된다  과연 후버 가족에겐 무슨 일이 생긴 것 일까 
레지던트 이블 2-아포칼립스,1.2257925E9,678.0,2004,미국,18세관람가,액션,스타일리쉬 액션 블록버스터   미래와 질서가 파괴된 혼란의 도시  2004년 마지막 여전사가 깨어난다  {내 이름은 앨리스  소속은 엄브렐라 코퍼레이션 Umbrella Corporation   세계 최대규모의 회사다  난 보안 책임자였다  하이테크 시설인 하이브 The Hive 는 거대한 규모의 지하 실험실로써  바이러스 무기를 만들었다  그러나 사고 때문에 세균이 누출  모두 사망했다  문제는 그들이 죽지 않는다는 것  T 바이러스 T virus 가 되살려냈다  나와 환경학자 매트는 생존했다  우린 엄브렐라 과학자한테 잡혔고  따로 격리됐다  우린 공포가 끝난 줄 알았다  하지막 착각이었다 } 앨리스가 봉인하고 탈출한 하이브를 엄브렐러가 연구목적으로 다시 열면서 죽음의 바이러스는 라쿤 시티 전체로 확산된다  탈출하려는 시민들로 도시는 거의 폭동으로까지 번지지만  엄브렐러사는 자신들의 실수를 은폐하기 위해 도시와 외부가 연결되는 유일한 통로를 차단해 버리고 만다  낯선 병원에서 눈을 뜬 앨리스는 폐쇄된 도시 속에 또다시 고립되었음을 알게되는데    한편 차단된 라쿤 시티에 갇힌 특수요원 질 일행과 합류한 앨리스는 한치 앞을 예상할 수 없는 죽음의 공포 속에서 힘겨운 싸움을 벌이던 중  T바이러스 개발자인 찰스박사로부터 도시 어딘가에 고립된 그의 어린 딸을 구해주는 조건으로 그들에게 탈출할 방법을 알려주겠다는 거래를 제안받는다  이제 앨리스 일행의 유일한 희망은 도시 어딘가에 숨어있는 과학자의 딸을 구출하는 것 뿐  사방에서 끊임없이 공격해 들어오는 적들과 힘겨운 싸움을 펼치는 이들에게 엄브렐러사는 증거인멸을 위해 도시 전체를 핵으로 날려버리려고 하고  설상가상으로 상상을 초월하는 최강의 비밀병기  네메시스 가 앨리스 일행을 가로막는다  이들에게 남은 시간은 단 4시간  이제 시시각각 조여오는 죽음의 공포 속에 영화는 점점 한치 앞을 내다볼 수 없는 숨막히는 미로 속으로 빠져드는데    
그림자들의 섬,4600200.0,89.0,2016,한국,15세관람가,기타, 마음을 잃지 않았으면 좋겠어요  이 시대의 모든 그림자들을 위한 감동의 드라마 꿈에 그리던  조선소맨 이 되었다  부푼 꿈을 안고 입사했던 설렘과 기쁨은 상상 그 이상의 처절한 환경에 서서히 사라져갔다  쥐똥 도시락 앞에  누구의 탓도 할 수 없는 동료의 죽음 앞에 무기력했던 우리들은 1987년 7월 25일  드디어 울분을 터뜨리고 비로소 인간의 삶을 시작했다   그로부터 30여 년이 흐르는 동안  우리들의 일터는 변함없이 서러웠다  우리의 목소리를 대변하던 동료들이 연이어 죽음을 맞이했고  309일 동안 고공생활을 견뎌야 했다  그런 고된 시간 속에서도 절망의 그림자가 변하는 것을 우리는 똑똑히 보았다  서러운 일터에서 그림자처럼 사라져가고 있는 우리 모두의 이야기가 지금부터 시작된다 
메리 크리스마스,2.21755E7,7.0,2007,기타,15세관람가,드라마,전세계를 울린 기적같은 감동 실화    크리스마스 휴전의 기적을 이룬 천상의 아리아 1914년 제 1차 세계 대전 중 프랑스 북부 독일군 점령지역에선 100m도 안 되는 거리를 사이에 두고 독일  프랑스  영국군의 숨 막히는 접전이 일어나고 있었다  크리스마스 이브 영국군은 백파이프를 연주하며 잠시나마 전장의 긴장을 늦추고 이에 뒤질세라 독일군은 노래로 화답하며  크리스마스 단 하루를 위한 휴전 협정을 맺는다  불과 몇 분 전까지만 해도 적이었던 그들은 서로를 향해 겨누던 총을 버리고  메리 크리스마스 를 기원한다  더 이상 적이 아닌 친구로 변해버린 그들   과연 이 전쟁을 계속 할 수 있을까 
다크 월드: 이퀄리브리엄,566000.0,11.0,2016,기타,15세관람가,SF,인류의 미래가 달린 최후의 전쟁  강력한 어둠에 맞선 최강 능력자들이 온다  원래 다크 월드에서만 볼 수 있는 어둠의 존재  섀도우 는 사람들의 에너지와 감정을 빨아먹으며 기생하는 생물이다   레베데바 는 이  섀도우 를 잡아 다시 다크 월드로 반송하는 임무를 맡는다  그러나 다크 월드의 포털을 열어 전 인류를 지배하려는 악의 세력들이 점점 더 커져간다  어둠의 힘으로 인류를 지배하려는 악의 세력에 맞서기 위해 놀라운 힘을 가진 초강력 능력자들이 이제 전쟁을 시작한다 
마일22,5.006493E8,1211.0,2018,미국,15세관람가,액션,목숨을 건 이송작전  1마일마다 적을 뚫고 타겟을 운반하라  군사  외교의 사각지대에서 임무를 수행하는 실패율 제로의 비밀조직  오버워치   그들에게 전 세계 6개 주요 도시의 테러를 막을 수 있는 유일한 정보를 지닌  타겟 이 접근한다  22마일 떨어진 안전한 장소로  타겟 을 이동시키는 새로운 작전이 시작되고  타겟을 노리는 적들의 거센 공격이 가해지자 오버워치 팀원들은 작전 성공을 위해 자신들의 목숨을 바꿔가며 1마일씩 이송작전을 수행한다  적을 뚫고 목적지에 가까워질수록 궁지에 몰리게 된 오버워치 앞에 타겟의 숨겨진 미션이 드러나게 되면서 또 다른 위기를 맞게 되는데 
JSA 남북공동초등학교,5262000.0,12.0,2016,한국,전체관람가,드라마,남과 북은 통일을 대비하여 공동경비구역에 시범학교인 남북공동초등학교를 세운다  태극기가 펄럭인다  평화로운 대성동 자유의 마을  마을이장이 나오면서 마을주민들과 대화를 나눈다  종학 어머니와 은별 어머니는 고추를 손질하며  찐따 할아버지에 대해 이야기를 한다   담 길을 따라서 달려오는 종학  다른 아이들도 종학과 함께 달린다  아이들은 무덤가로 향한다  무덤가에 도착한 아이들은 함께 뛰어 놀고 있다  종학은 아이들에게 군에서 열리는 마라톤대회에서 1등을 하자고 외친다  한 아이가 종학에게 꿈도 야무지다하고 놀린다  다른  아이가 못할 게 뭐 있어  애들아 안 그래  라고 이야기를 한다  무덤에서  야 이놈들아  아프니까 내려들 오라고   찐따 할아버지가 이야기를 한다  아이들은 깜짝 놀라 바로 내려와 무덤에 절을 한다   무덤의 주인은 찐따 할아버지다  찐따 할아버지는 고향을 북에 두고 온 이산가족이다  찐따 할아버지는 생전에 북한 이야기를 하며 기차표를 주위 사람들에게 보여 주곤 했다  아이들은 다시 무덤가를 지나 계속 달린다  아이들은 너무 지쳐 어느 언덕에서 쉬어간다  아이들은 서로 바라보며 이야기를 한다  은별이가  빨리 개학 했으면 좋겠다 며 손으로 어느 곳을 가리킨다  그리곤  저기가 우리가 공부할 남북공동초등학교야   하고 아이들에게 이야기를 한다   이때  한 아이가  그런데 우리랑 함께 공부할 북한 애들은 어떻게 생겼을까   하고 물어본다  난숙이가 대답한다   보나마나 원숭이처럼 이상하게 생겼을 거야   춘배는  맞아  도깨비같이 생겼을지 몰라 라고 이야기를 한다  종학은  북한 애들이라고 뭐 다를 게 있냐  우리랑 똑같이 생겼을 거야  하며  다시 아이들은 달린다  펄럭이는 플래카드  축 입학  남북공동초등학교   운동장에는 이미 먼저 도착한 버스에서 북한아이들이 내리고 있다  붉은 머플러를 두른 아이들이 보인다  춘배는  우리하고 똑같이 생겼잖아   하고 이야기를 한다  옆에 있던 종학은  그것 봐  내가 뭐랬어  우리랑 똑같이 생겼을 거라고 했지   버스에서 내린 북한 김하늘 선생님은 아직 내리지 않은 학생들에게 빨리 내리라고 손짓을 하며 이야기한다  북한 한생들은 학교를 바라보며  학교가 좋다고 서로 이야기를 한다  남과 북에서 온 학생들은 기숙사 생활을 하며  반장선거도 하고  남한 방문과 북한 방문을 하며  60여년간 남과 북으로 분단되어 달라진 문화와 말을 배우며 서로 도와 같이 학교생활을 한다 
도로로,4.5942E7,337.0,2007,기타,15세관람가,액션,상상력을 자극할 요괴와 인간의 공존세계 48개의 몸을 되찾기 위한 목숨을 건 여행이 시작된다 전란의 시대  천하를 정복하기 위해 요괴들과 결탁한 아버지로 인해  자신의 육체를 48개의 요괴에게 빼앗겨 버린 하키마루  요괴와 인간의 중간에서 방황하던 하키마루는 자신의 육체를 되찾기 위해 남장을 한 채 떠돌아 다니는 여도둑  도로로  시바사키 코우 분 와 함께 48개의 요괴들을 퇴치하기 위한 기상천외한 모험을 벌인다 
센츄리온,4.875365E8,998.0,2010,기타,18세관람가,액션,로마 최고의 막강 전투부대였던 제9군단은 어느 누구에게도 정복당해본 적이 없던 난공불락 픽트족과의 20년 전투 중 대패하고 그를 이끌던 장군 비릴루스는 픽트족에게 인질로 생포된다  구사일생으로 살아남은 로마 최후의 전사들은 검투사 출신의 퀸투스를 따라 장군을 구하기 위해 다시 한 번 적진으로 뛰어든다  그러나 구출은 실패로 돌아가고 숨막히는 추격전이 시작된다  굶주린 사냥개처럼 퀸투스의 뒤를 쫓는 에테인은 로마군에 대한 복수심으로 불타는 픽트족 최고의 여전사  이제 퀸투스가 이끄는 로마 제 9군단의 마지막 전사들과 에테인이 이끄는 픽트족은 죽음으로서만 끝낼 수 있는 마지막 전투를 벌이게 되는데 
토미웅거러 스토리,1480000.0,22.0,2014,기타,18세관람가,기타, 창의력  세상 모든 것이 아이디어지   크릭터  즐로티  달사람    성냥팔이 소녀 알뤼메트  등 다양한 동화를 비롯해 위험수위를 넘나드는 파격적인 작품으로 전 세계의 사랑을 받은 천재 아티스트  토미 웅거러   어린 시절 겪은 전쟁에 대한 공포를 극복하며 폭력과 전쟁  정복에 찌들어있는 세상을 날카롭고 치밀하게 풍자한 그의 강렬한 작품세계  토미 웅거러 만큼이나 독특하고 새로운 아트 다큐멘터리가 스크린에서 펼쳐진다 
연애의 기술,1.19565E7,7.0,2006,기타,18세관람가,드라마,하비에와 페드로는 절친한 친구  그러나 서로의 애인과 바람이 나면서  두 사람은 각자 자신이 문제의 그 바람남인 것을 감추기 위해 온갖 거짓말을 동원하고 자기 애인의 마음을 훔친 도둑놈이 누구인지 밝히기 위해 온갖 수단을 동원한다  꼬일대로 꼬여버린 연애 역사상 최악의 위기~ 그러나 사랑은 계속되어야 한다  사랑의 위기극복을 위한 최고급 연애의 기술이 펼쳐진다~
망종,7593500.0,20.0,2006,한국,18세관람가,드라마,희망을 심는 절기 사랑을 아는 여자 최순희  희망을 시작하다 중국 변방  아들 창호와 함께 고향 갈 날만을 기다리며  조선족 최순희는 삼륜차를 이리저리 끌며 할퀴듯 스치듯 지나가는 상처들을 마음속 깊이 묻어둔 채 조선김치를 팔며 하루 하루를 근근히 살아간다  그러던 중  같은 조선족 사람이라며 친근하게 다가온 유부남 김씨를 알게 되고  최순희는 그와의 은밀한 관계에서 조그만 일탈을 꿈꾼다  그러나 김씨의 부인이 둘이 함께 있는 현장을 급습하자  김씨는 돈을 주고 잔 것 뿐이라며 서둘러 둘러대고  최순희는 결국 매춘부로 몰려 경찰에 연행되는데  저항 한번 않고 순순히 경찰서로 끌려간 최순희는 평소 자신의 단골손님인 왕경찰을 만난다  그 동안 그렇게 사람 좋아 보이던 그는 밤이 되자 혼자 무방비상태로 감금되어 있는 최순희를 찾아와 그녀를 풀어주는 대신 모종의 대가를 요구한다  경찰서에서 풀려난 최순희는 아들 창호에게 이제 고향으로 돌아가자고 얘기한다  그러나 다음 날  창호는 불의의 사고를 당하는데 
사랑에 미치다,7605000.0,148.0,2016,미국,18세관람가,드라마,조울증으로 인해 남들보다 예민한 감수성을 지닌 두 시인 카를라와 마르코  극단을 넘나드는 감정 기복과 주위 사람들을 놀라게 하는 돌발적인 행동으로 조울증 치료시설에 입소한다  두 사람은 서로의 타고난 예술적 감수성에 급속도로 끌리게 되고  서로의 모습을 있는 그대로 받아들인 채 문학적 재능을 불태우며 뜨겁고 열정적인 사랑을 시작한다  그러던 어느 날  이들의 위태로운 사랑에 예상치 못한 사건이 터지고 마는데   예술과 광기  그 사이를 위태롭게 오가는 생애 가장 경이로운 아트로맨스 
섹스 이즈 코메디,1.2717E7,14.0,2004,기타,18세관람가,코미디,매우 표현하기 어려운 섹스 장면의 절정을 찍기 위해 두 연기자를 지도하는 한 영화감독의 이야기  브레야 감독은 영화제작이라고 불리는 신비한 과정에 대한 영화를 만들고 싶었다고 이 영화의 제작의도를 밝힌다 
매직키드 보보,1.113725E8,1030.0,2017,기타,전체관람가,기타,초능력 꼬마용사들  외계 로봇에 맞서 우주를 지켜라  마을을 지키는 초능력 소년  보보 는 절친 로봇  오초봇 과 함께 소풍을 가기로 한 날  마을에 사건이 터져 그만 약속을 어기게 된다  실망한  오초봇 은  보보 를 떠나려 하던 순간 외계 악당 로봇들에게 납치되고 만다   오초봇 을 구하기 위해 모험을 떠난  보보 와 특별한 능력을 지닌 그의 친구들  하지만 우주를 지배하려는 외계 악당  보라라 와 로봇들의 무시무시한 계획을 알게 되는데   과연  보보 와 꼬마 영웅들은 외계 로봇들에게서  오초봇 과 우주를 구할 수 있을까 
용서,7677000.0,22.0,2010,한국,12세관람가,기타,이슬람교를 정식종교로 채택  태어날 때부터 부모의 종교를 반드시 따라야만 하는 이스라엘 내의 팔레스타인 자치구에는 현재 약 100여명 이상의 숨은 크리스천이 살고 있다  이들은 꿈에서 계시를 받아  혹은 우연히 성경 말씀을 접하는 등 기적처럼 예수님을 만나게 되었다  그럼에도 불구하고 이들은 예배를 드리기 위해서 모두가 잠든 새벽  산에 올라가거나 가정집에 모여 은밀히 기도해야 한다  바로 이슬람교를 배반한 사람들은 반드시 처단해야 한다는 이슬람 교리 교육 때문에 이들의 생명이 위협받고 있기 때문  가자지구와 서안지구 West Bank 를 둘러싼 유대인과 팔레스타인 사람들의 끝없는 영토분쟁과 종교갈등  해결되지 않을 것만 같은 그 숨막히는 긴장 속에 예수님의 사랑으로 서로를 용서하고 하나가 되었음을 선포하는 희망의 노래가 지금 시작되고 있다 
마음이...,1.9459756E9,1611.0,2006,한국,전체관람가,드라마,11살 나이답지 않게 듬직한 소년 찬이  그리고 찬이의 6살 배기 떼쟁이 여동생 소이  이렇게 두 오누이는 집을 나간 엄마가 돌아오길 기다리며 살고 있다  어느날 찬이는 강아지를 갖고 싶어 떼 부리는 소이를 위해 생일 선물로 갓 태어난 강아지를 한 마리를 훔쳐온다  소이는 엄마가 자기 마음을 알고 보내준 것 같다며 강아지 이름을 마음이라 짓는다  그렇게 세 식구가 된 찬이  소이  마음이는 그 어느 때 보다 행복한 한때를 보내게 된다  어느덧 1년이 지나고 이제 마음이는 찬이가 없을 때 소이를 친구처럼  오빠처럼 돌볼 만큼 큰 늠름한 개가 된다  그 해 겨울  꽁꽁 언 강변에서 추위와 배고픔을 잊은 채 신나게 썰매를 타던 세    남매에게 예기치 못한 불행이 찾아온다  살얼음이 깨지면서 소이가 물에 빠지게 된 것이다  그렇게 소이를 잃게된 찬이는 그 모든 것이 마음이 때문이라 생각하고 무섭게 마음의 문을 닫아버린다  엄마도 떠나고 소이도 떠난 그 집이 싫어진 찬이  소이의 유품인 분홍색 책가방을 챙겨 메고 찬이도 어디론가 떠난다  홀로 남겨진 마음이는 찬이를 찾아 나서는데  과연 마음이는 찬이를 찾을 수 있을까  그리고 찬이는 마음이의 진심을 알게 될까 
스위트 크리스마스,2.0953E7,24.0,2006,미국,12세관람가,드라마,행복한 크리스마스를 위한 단 하나의 영화   세상에서 가장 아름다운 기적은 사랑입니다  로즈의 기적 Rose s Miracle   크리스마스 이브까지 기어이 사무실로 출근하고야 만 로즈 수잔 서랜든 에게 마침내 비서가 정곡을 찌른다  언제였더라  누군가와 사랑하고 기뻐했던 일이    알츠하이머로 딸의 얼굴도 알아보지 못하는 어머니를 돌보느라 늘 자신은 뒷전이었던 로즈  사무실 최고의 섹시남과 데이트도 하고 생판 모르는 남의 집 파티를 기웃대기도 하며 특별한 크리스마스를 꿈꿔보지만 결국 조용한 어머니의 병실로 돌아오고 마는데    하지만 아무도 찾아오지 않던 옆 병실에서 찰리를 만나는 순간부터 믿을 수 없는 기적이 일어난다   찰리의 진실 Charlie s Truth    아무도 없다고 생각했던  그 누구도 찾지 않았던 어머니 옆 병실 창가에 크리스마스 엔젤 장식을 달고 돌아서는 로즈에게 말을 건네는 사내가 있었다  다정한 미소를 지닌 찰리 로빈 윌리암스 라는 남자는 마치 수 십년을 알고 지낸 친구처럼 로즈에게 다가서는데     게다가 몇 년째 자신이 누구인지 조차 기억하지 못하는 로즈의 어머니와 얘기를 나눴다는 그  과연 그가 감추고 있는 비밀은 무엇일까  조용한 크리스마스의 아침  그의 진실과 마주한 로즈는 뜨거운 눈물을 흘리고 마는데     니나와 마이크의 사랑 Nina & Mike s Love    서로를 뜨겁게 사랑하는 연인 니나 페넬로페 크루즈 와 마이크 폴 워커 에게 크리스마스 이브는 완벽한 행복이었다  그녀와 사랑을 나누고 난 뒤 직장에 데려다 주기 전까진  아니  그 직장 앞에서 다른 남자와 격렬히 포옹하는 그녀를 보기 전까진  병적일 정도로 극심한 마이크의 질투심은 니나의 마음을 갉아먹고 있었다   잠시 떨어져 생각해보자 고 크리스마스 이브에 떠나버린 그녀    혼자 남겨진 마이크에겐 평생 잊을 수 없는 엄청난 크리스마스 이벤트가 기다리고 있었다   아티의 환상 Artie s Fantasy    니나를 데려다 준 뒤 들린 카페에서 마이크는 이상한 노인  아티의 응큼한 시선을 받는다   저 노인네  나한테 반한거야   미묘한 아티의 시선에 마이크는 혼비백산하지만 아티는 포기하지 않고 마이크의 집까지 찾아오는데     난 게이가 아니예요 라고 외치는 마이크에게 말도 안 되는 이야기를 늘어놓는 아티  마이크가 화를 내며 밀치자 고통을 호소하며 쓰러지는데    병원으로 헐레벌떡 뛰어온 그의 아들이 밝히는 아티의 비밀은 과연 무엇일까   쥴스의 기억 Jules  Memory    크리스마스 이브에도 변함없이 분주한 병원 응급실에 엉뚱한 소릴 내뱉는 청년이 있다  피를 흘리는 응급 환자들이 스쳐 지나는 가운데에도 꿋꿋하게  크리스마스 파티 를 외치는 쥴스  어린시절 병원에서 의사  간호사들과 가졌던 크리스마스 파티가 유일하게 행복한 기억인 그는 환자가 아니면 참여할 수 없는 크리스마스 파티에 끼기 위해 자신의 팔을 부러뜨리는 일까지 불사하는데   그는 그의 소원대로 다시 한번 행복한 크리스마스를 보낼 수 있을까 
빅 리버,1.3599E7,7.0,2006,기타,12세관람가,드라마,국적이 다른 세 남녀가 만나 그랜드 캐년의 풍경 안에서 스스로를 목격하는 로드 무비  미국의 사막을 여행하던 일본인 텟페이는 우연히 아내를 찾아 미국에 온 파키스탄인 알리와 만나고  이어서 홀로 여행하는 미국인 사라와 동행하게 된다  서로 다른 개성의 세 사람은 충돌하고 대화를 나누며 그랜드 캐년으로 향한다  알리는 아내를 만나 함께 파키스탄으로 돌아가려하지만 아내의 마음을 돌리기 어렵다  텟페이와 사라는 서로에게 사랑을 느끼지만 사라가 다가갈 때 텟페이는 물러선다  돌아갈 시간이 다가오며 초초해지는 알리  텟페이와 사라의 불협화음  그리고 두 유색인종을 의심스럽게 쳐다보는 미국인들과 애국자법이라는 이명을 가진 테러대책법과의 불쾌한 조우  이런 방식으로  빅 리버 는 미국의 어디서든 개인의 여행이 정치와 만나고 인종간의 벽을 확인하며 서로의 이해심을 저울질 당하는 시대를 기록한다  제목에서 드러난 감독의 의도처럼 영화 속의 미국은 사람들이 몰려드는 거대한 강이다  동시에 그곳은 사막에서 길을 잃은 세 주인공의 여행이 보여주듯 9 11 이후 자신이 있어야할 위치를 찾아가는 사람들의 회귀의 공간이기도 하다  그러하기에 일본인 텟페이가 사라에 대한 감정을 분명히 하지 못하고 주저하는 것은 일본의 의미심장한 좌표확인일 수도 있다   부산국제영화제   권용민 
앤트로포이드,1781900.0,37.0,2018,기타,15세관람가,스릴러,제 2차 세계 대전 기간 중 나치가 유럽의 전역을 함락하고 있을 무렵 체코의 통치자이자 홀로 코스트 계획을 추진하고 있던 라인하르트 하이드리히를 제거하기 위해 영국과 체코 슬로바키아 망명 정부가 극비리에 계획을 수립한다  낙하산을 타고 체코 인근에 침투하는데 성공한 두 명의 최정예 특수요원 요셉  킬리언 머피 과 얀  제이미 도넌 은 마침내 체코 레지스탕스와 손을 잡고 작전에 돌입한다 
