id,genre_name
553,Crime
553,Drama
553,Thriller
918,Comedy
918,Romance
921,Romance
921,Drama
921,History
948,Horror
948,Thriller
1125,Drama
1427,Crime
1427,Fantasy
1427,Drama
158,Comedy
158,Crime
173,Adventure
173,Drama
173,ScienceFiction
315,Action
315,Crime
1641,Romance
1641,Comedy
2459,Comedy
2616,Comedy
2616,Drama
2616,Family
4105,Action
4105,Thriller
4105,Crime
7454,Action
7454,History
7454,Horror
30793,Horror
30793,ScienceFiction
31184,Action
31184,Adventure
31184,Comedy
31184,Foreign
20,Drama
20,Romance
24,Action
24,Crime
224,Drama
224,History
236,Drama
236,Comedy
236,Romance
425,Animation
425,Comedy
425,Family
425,Adventure
532,Family
532,Animation
532,Comedy
605,Adventure
605,Action
605,Thriller
605,ScienceFiction
668,Adventure
668,Action
668,Thriller
670,Drama
670,Thriller
670,Mystery
670,Action
841,Action
841,ScienceFiction
841,Adventure
900,Comedy
900,Romance
949,Action
949,Crime
949,Drama
949,Thriller
1277,Romance
1277,Drama
1835,Crime
1835,Mystery
1835,Thriller
1873,Drama
1873,Thriller
1900,Thriller
1900,Drama
1900,Crime
1927,Drama
1927,Action
1927,ScienceFiction
1931,Drama
1931,Music
1941,Action
1941,Drama
1941,History
1941,War
1944,Drama
1946,Action
1946,Thriller
1946,ScienceFiction
1946,Horror
1947,Drama
1949,Crime
1949,Drama
1949,Mystery
1949,Thriller
1951,Drama
1957,Drama
1957,Thriller
1958,Comedy
1958,Thriller
1958,Music
1958,Crime
1958,Mystery
1959,Drama
1959,Romance
2002,Drama
2002,Romance
2022,Comedy
2022,Romance
2132,Comedy
2143,War
2143,Drama
2143,Romance
2176,Drama
2176,Thriller
2721,Drama
2721,History
2721,Thriller
2728,Action
